Skills,Apple,AmeriSourceBergen,Berkshire Hathaway,AT&T,McKesson,Exxon Mobil,General Motors,UnitedHealth Group,Walgreens,Verizon,Amazon,Walmart,CVS Health,Total,Type
static data,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
static testing,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
statistica,0,2,8,1,2,3,5,3,0,0,5,1,0,30,Hard Skill
statistical hypothesis testing,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
statistical inference,0,0,4,0,0,0,0,0,0,0,0,0,0,4,Hard Skill
statistical methods,0,1,0,0,0,0,2,0,0,0,0,0,0,3,Hard Skill
statistical modeling,0,0,0,0,0,1,0,1,0,0,1,0,0,3,Hard Skill
statistical process controls,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Hard Skill
statistical softwares,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
statistics,0,2,6,0,1,3,0,4,0,3,4,1,0,24,Hard Skill
steady state,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
stewardship,0,0,2,0,0,5,1,0,0,0,0,0,0,8,Hard Skill
stock control,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
stock management,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
stock rotation,0,0,0,0,0,0,0,0,56,0,0,0,0,56,Hard Skill
stocks,0,18,0,0,0,0,0,0,0,0,0,10,0,28,Hard Skill
storage systems,0,1,0,0,0,0,2,0,0,0,0,0,0,3,Hard Skill
storage virtualization,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
stored functions,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
stored procedure,0,0,1,0,0,0,1,1,0,0,0,0,0,3,Hard Skill
storytelling,0,0,0,1,1,0,0,0,0,0,1,0,0,3,Hard Skill
strategic alignment,0,2,0,0,0,0,1,0,0,0,0,0,0,3,Hard Skill
strategic communication,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
strategic decision-making,0,0,5,0,0,0,0,0,0,0,0,0,0,5,Hard Skill
strategic leadership,0,0,0,0,0,0,0,0,0,3,0,0,3,6,Hard Skill
strategic management,0,0,0,0,0,0,0,0,0,1,1,0,0,2,Hard Skill
strategic partnership,0,0,0,1,1,0,0,0,0,0,0,0,0,2,Hard Skill
strategic planning,0,1,7,0,1,0,0,0,0,0,1,0,0,10,Hard Skill
strategic resources,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
strategic roadmaps,0,0,0,0,0,0,0,0,0,5,0,0,0,5,Hard Skill
strategic sourcing,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Hard Skill
strategy execution,0,0,0,0,0,0,1,0,0,3,2,0,0,6,Hard Skill
stream processing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
streamlines,0,1,0,4,1,0,3,0,0,1,0,0,0,10,Hard Skill
streamlining,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
structured analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
structured finance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
structured settlement,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
style guides,0,0,0,0,0,0,0,0,0,0,2,0,0,2,Hard Skill
subcontracting,0,0,0,0,1,1,0,0,0,0,0,0,0,2,Hard Skill
subrogation,0,0,2,0,0,0,0,2,0,0,0,0,0,4,Hard Skill
subrogation,0,0,2,0,0,0,0,2,0,0,0,0,0,4,Hard Skill
subsidies,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
substance abuse,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
subsystems,0,1,0,0,0,0,21,0,0,0,0,0,0,22,Hard Skill
succession planning,0,2,0,0,0,0,0,1,0,0,0,2,0,5,Hard Skill
supercomputing,0,0,0,0,0,0,14,0,0,0,0,0,0,14,Hard Skill
superstructure,0,0,0,0,0,0,0,0,59,0,0,0,0,59,Hard Skill
supervisord,0,2,8,0,4,2,2,5,13,0,0,4,21,61,Hard Skill
supplier diversity,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
supplier evaluation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
supplier relationship management,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
supply chain,9,1,0,1,12,14,7,0,0,9,15,2,0,70,Hard Skill
supply chain management,0,0,0,0,9,1,4,0,0,3,4,0,0,21,Hard Skill
supply chain network,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
supply chain optimization,0,0,0,0,0,1,0,0,0,0,1,0,0,2,Hard Skill
supply chain planning,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
supply chain risk management,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
supply management,0,0,0,0,0,0,0,0,0,3,1,0,0,4,Hard Skill
support engineering,0,0,0,0,0,0,2,0,0,0,1,0,0,3,Hard Skill
supportworks,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
surfacing,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
surgery,0,0,0,0,10,0,0,0,0,0,0,2,0,12,Hard Skill
surgical procedures,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
surveys,0,1,0,0,0,1,3,0,0,0,1,0,2,8,Hard Skill
sustainability,0,1,0,0,0,3,0,0,0,1,5,6,0,16,Hard Skill
swift,0,0,2,0,0,0,0,0,0,1,1,0,0,4,Hard Skill
switch,4,0,0,0,0,0,2,0,2,0,0,0,0,8,Hard Skill
switchgear,0,0,0,0,4,0,0,0,0,0,0,0,0,4,Hard Skill
sync,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Hard Skill
synchro,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
syntax,0,0,3,0,0,0,0,0,0,0,0,0,0,3,Hard Skill
system administration,0,0,2,0,0,5,1,0,0,18,1,0,0,27,Hard Skill
system call,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
system center configuration manager,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
system configuration,0,1,0,0,1,2,0,0,0,18,0,0,0,22,Hard Skill
system deployment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
system integration testing,0,3,0,1,0,0,0,0,0,1,0,0,0,5,Hard Skill
system integrity,0,0,0,0,0,3,0,0,0,0,1,0,0,4,Hard Skill
system lifecycle,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Hard Skill
system monitor,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
system monitoring,0,0,0,0,0,2,1,0,0,1,1,5,0,10,Hard Skill
system procedures,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
system programming,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
system requirements,0,3,0,0,0,0,13,1,0,0,0,0,0,17,Hard Skill
system requirements specification,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Hard Skill
system safety,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Hard Skill
system software,0,0,0,0,0,0,10,0,1,0,8,0,0,19,Hard Skill
system support,0,3,0,1,0,0,2,1,0,0,2,0,0,9,Hard Skill
system testing,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Hard Skill
systems analysis,0,0,0,2,0,0,4,0,0,18,1,0,0,25,Hard Skill
systems architecture,0,0,2,0,0,4,2,0,0,0,5,0,0,13,Hard Skill
systems controls,0,0,2,0,3,0,9,1,0,0,1,0,0,16,Hard Skill
systems design,0,1,0,1,0,6,12,0,0,0,3,0,0,23,Hard Skill
systems development,0,0,2,0,0,1,6,0,0,0,1,0,0,10,Hard Skill
systems engineering,0,2,0,1,0,2,11,0,0,0,3,0,0,19,Hard Skill
systems implementations,0,1,0,0,0,0,1,1,0,0,0,0,0,3,Hard Skill
systems integration,0,3,0,1,0,2,4,0,0,1,1,1,0,13,Hard Skill
systems thinking,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Hard Skill
tableau,0,1,0,0,4,6,3,0,0,18,4,1,0,37,Hard Skill
tablespace,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
tablets,0,0,0,0,1,0,1,0,0,0,0,1,0,3,Hard Skill
tag management,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
talend,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
talent acquisition,0,3,0,0,0,0,0,1,0,0,2,0,0,6,Hard Skill
talent management,0,2,2,0,0,0,0,0,0,1,3,0,0,8,Hard Skill
taleo,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
target acquisition,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
target audience,0,0,0,1,0,0,0,1,0,0,1,1,0,4,Hard Skill
target market,0,0,2,0,0,0,0,0,0,0,1,0,0,3,Hard Skill
task analysis,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
task management,0,0,0,0,1,0,1,0,4,0,0,0,35,41,Hard Skill
taskstream,0,0,0,0,0,0,0,0,16,0,0,0,0,16,Hard Skill
tax accounting,0,0,0,0,0,3,0,0,0,0,0,0,0,3,Hard Skill
tax compliance,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
tax return,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
taxact,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
taxonomy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
tcpdump,0,0,0,0,0,0,0,0,0,18,0,0,0,18,Hard Skill
tcptrace,0,0,0,0,0,0,0,0,0,18,0,0,0,18,Hard Skill
team nursing,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
team processes,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Hard Skill
teamcenter,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Hard Skill
teamsite,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
teamspeak,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
tebis,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
technical analysis,0,0,0,1,0,1,2,0,0,18,0,0,0,22,Hard Skill
technical assistance,1,2,0,0,0,0,0,0,0,0,1,0,0,4,Hard Skill
technical audit,0,0,2,0,0,0,0,0,0,0,1,0,0,3,Hard Skill
technical communication,0,0,0,0,0,0,1,0,0,0,6,0,0,7,Hard Skill
technical debt,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
technical documentation,0,0,2,1,1,2,8,0,0,0,0,0,0,14,Hard Skill
technical information,0,1,3,0,0,3,0,0,0,0,2,0,0,9,Hard Skill
technical management,0,1,0,1,0,0,0,0,0,0,3,0,0,5,Hard Skill
technical report,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
technical sales,2,0,0,7,0,0,0,0,0,0,2,0,0,11,Hard Skill
technical savvy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
technical services,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Hard Skill
technical standard,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
technical supervision,0,0,0,0,0,0,0,0,0,0,2,0,0,2,Hard Skill
technical support,15,1,9,0,0,7,4,0,0,1,2,0,0,39,Hard Skill
technical training,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Hard Skill
technical writing,0,0,0,0,3,1,6,1,0,0,0,0,0,11,Hard Skill
technology cad,0,0,0,0,0,0,0,0,0,0,2,0,0,2,Hard Skill
technology education,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
technology integration,0,0,0,0,0,0,2,1,0,0,0,0,0,3,Hard Skill
technology research,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
technology roadmap,0,0,3,0,0,2,1,0,0,1,0,0,0,7,Hard Skill
technology solutions,20,1,3,3,3,1,3,3,0,0,2,0,0,39,Hard Skill
technology strategies,0,0,0,0,0,2,1,0,0,0,0,0,0,3,Hard Skill
techskills,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Hard Skill
telecommunications,0,1,8,3,0,3,0,0,0,4,1,0,0,20,Hard Skill
telecommunications networks,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
telehealth,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Hard Skill
telematics,0,0,0,0,0,0,17,0,0,0,0,0,0,17,Hard Skill
telemedicine,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
telephony,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Hard Skill
telepresence,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
telepsychiatry,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
template toolkits,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
templates,0,0,5,0,0,4,2,0,0,2,2,1,0,16,Hard Skill
tensorflow,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
teradata sql,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hard Skill
terminal emulators,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
terminal server,0,0,0,0,0,3,0,0,0,0,0,0,0,3,Hard Skill
terraform,0,1,0,5,1,2,0,2,0,0,0,0,0,11,Hard Skill
test automation,0,0,3,3,1,0,5,2,0,0,1,0,0,15,Hard Skill
test case,0,2,7,0,0,0,8,2,0,1,1,0,0,21,Hard Skill
test data,0,0,0,2,0,0,3,1,0,0,1,0,0,7,Hard Skill
test design,0,0,0,0,0,3,5,0,0,0,0,0,0,8,Hard Skill
test engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
test equipment,0,0,0,0,0,0,3,0,0,0,1,0,0,4,Hard Skill
test management,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
test method,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
test planning,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
test script,0,0,0,0,0,0,5,2,0,0,0,0,0,7,Hard Skill
test strategy,0,0,0,0,0,2,1,0,0,0,0,0,0,3,Hard Skill
test-driven development,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
testability,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Hard Skill
testlink,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
text mining,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
tform,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
thermal management,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
thermal simulation,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
thermal testing,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
thinning,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
thought leadership,0,1,0,0,0,0,0,3,0,5,2,0,0,11,Hard Skill
threading,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
threat assessment,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
threat modeling,0,0,0,0,0,0,0,0,0,0,2,0,0,2,Hard Skill
throughput,0,0,0,0,1,0,11,0,0,19,0,0,0,31,Hard Skill
thymeleaf,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
time complexity,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
time series,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
time study,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Hard Skill
tires,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Hard Skill
togaf,0,0,0,0,1,1,0,0,0,0,0,0,0,2,Hard Skill
tomography,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Hard Skill
tool management,0,3,2,0,2,3,2,1,0,11,2,2,0,28,Hard Skill
tool steel,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
toolchain,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Hard Skill
tooling,0,1,0,0,0,1,7,1,0,0,2,0,0,12,Hard Skill
toolkits,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Hard Skill
topography,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
torque,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
touchpoint,0,2,0,0,0,2,1,0,0,0,0,0,0,5,Hard Skill
toy industry,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
traceability,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
traceroute,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
track,7,18,3,21,11,3,24,9,0,12,27,1,1,137,Hard Skill
tracking,0,5,4,0,3,2,1,7,1,4,10,11,1,49,Hard Skill
tracking systems,0,1,3,0,0,0,1,0,0,0,0,0,0,5,Hard Skill
traffic engineering,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
traffic flow,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
traffic laws,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
transaction processing,0,0,0,0,0,0,0,0,0,0,0,8,0,8,Hard Skill
transcriber,0,0,0,0,0,0,0,0,0,0,2,0,0,2,Hard Skill
transformation,12,2,3,28,1,5,18,4,15,11,1,1,0,101,Hard Skill
transformation rules,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
transformational leadership,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Hard Skill
transformers,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Hard Skill
transition management,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
translations,0,1,0,0,0,0,0,0,0,6,1,0,0,8,Hard Skill
transmission,0,0,1,0,1,0,8,0,0,0,0,0,0,10,Hard Skill
transparency,0,0,50,0,2,2,4,0,0,0,0,0,0,58,Hard Skill
transport management systems,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
transportation management systems,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
transportation systems management,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
travel coordination,0,0,0,0,0,0,0,0,0,1,2,0,0,3,Hard Skill
treasury,0,0,0,1,0,1,0,0,0,0,0,0,0,2,Hard Skill
trend analysis,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
triage,0,0,1,6,1,0,1,5,0,0,1,0,0,15,Hard Skill
trial balance,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
trifacta,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
trimming,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hard Skill
trusted platform module,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
tuberculosis,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Hard Skill
tunnels,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
turbines,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
turnkey,0,0,0,0,1,0,2,0,0,0,0,0,0,3,Hard Skill
tutorials,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Hard Skill
type approval,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
typescript,0,0,0,0,0,1,0,0,0,0,2,0,0,3,Hard Skill
typography,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
ubuntu,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
ui patterns,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
underwriting,0,0,14,0,0,0,0,0,0,0,0,0,0,14,Hard Skill
unemployment benefits,0,0,0,0,0,0,0,0,0,0,0,7,0,7,Hard Skill
unit testing,0,0,10,0,0,3,3,3,0,0,1,2,0,22,Hard Skill
unittest++,0,0,0,21,0,10,3,3,0,0,1,0,0,38,Hard Skill
unix,0,1,0,13,0,2,1,1,0,6,0,0,0,24,Hard Skill
unix shell,0,0,0,1,0,0,0,1,0,0,0,0,0,2,Hard Skill
unstructured data,0,1,0,0,0,4,0,1,0,0,0,0,0,6,Hard Skill
upselling,0,0,0,0,1,0,0,0,0,0,0,0,1,2,Hard Skill
upskilling,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
uptime,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Hard Skill
urgent care,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Hard Skill
urinalysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
urine drug screen,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
urology,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
usability,1,0,0,3,1,4,8,1,0,1,5,0,0,24,Hard Skill
usability testing,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Hard Skill
usb,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
user experience,0,1,5,1,2,3,1,1,0,21,6,0,0,41,Hard Skill
user experience design,0,0,3,1,1,0,0,0,0,0,2,0,0,7,Hard Skill
user feedback,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Hard Skill
user flows,0,1,0,0,1,0,0,0,0,0,0,0,0,2,Hard Skill
user guide,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
user information,0,0,1,0,0,0,0,0,0,0,1,0,0,2,Hard Skill
user interface,0,1,2,1,1,1,0,0,0,0,3,0,0,9,Hard Skill
user interface specification,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
user interface testing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
user story,0,0,3,0,0,1,0,0,0,0,0,0,0,4,Hard Skill
usergroups,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
utilization management,0,0,1,0,0,1,0,0,0,0,0,0,0,2,Hard Skill
ux research,0,0,0,0,0,0,0,1,0,0,1,0,0,2,Hard Skill
vaccination,0,0,0,0,0,1,0,4,0,0,2,0,0,7,Hard Skill
vaccines,0,0,0,0,0,0,0,0,4,0,0,0,0,4,Hard Skill
validation controls,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
validations,0,1,3,1,0,5,26,4,0,2,2,1,0,45,Hard Skill
value chain,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
value proposition,9,2,2,0,4,0,0,0,0,0,4,0,0,21,Hard Skill
value systems,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
valves,0,0,0,0,3,1,1,0,0,0,0,0,0,5,Hard Skill
variance analysis,0,0,2,0,0,0,0,0,0,0,0,1,0,3,Hard Skill
vascular access,0,0,0,0,0,0,0,1,0,0,0,0,1,2,Hard Skill
vascular access device,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
vcenter,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
vehicle dynamics,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
vehicle inspection,0,0,0,0,9,0,0,0,0,0,1,0,0,10,Hard Skill
vehicle maintenance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
vendor contracts,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Hard Skill
vendor management,0,0,2,0,1,4,2,1,0,5,2,0,0,17,Hard Skill
venipuncture,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
ventilation,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
verification and validation,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Hard Skill
version control,0,0,0,0,0,0,1,1,0,0,0,1,0,3,Hard Skill
vertica,0,0,0,2,0,0,1,0,0,0,0,0,0,3,Hard Skill
vibrations,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
video analytics,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
video cameras,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
video editing,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
video email,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
video post-production,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
video production,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
videoconferencing,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
videography,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
vim,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
virtual application,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Hard Skill
virtual classroom,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
virtual desktops,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
virtual environment,0,0,0,0,0,2,1,0,7,0,0,0,0,10,Hard Skill
virtual event,0,0,0,1,0,0,0,1,0,0,1,0,0,3,Hard Skill
virtualization,0,0,0,0,0,4,1,0,0,9,1,0,0,15,Hard Skill
visual acuity,0,0,0,0,1,0,0,0,0,0,0,2,36,39,Hard Skill
visual basic,0,0,0,0,1,1,0,0,0,0,0,0,0,2,Hard Skill
visual basic .net,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
visual c++,0,0,1,0,0,2,0,0,0,0,0,0,0,3,Hard Skill
visual communications,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hard Skill
visual design,0,0,0,0,1,1,0,1,0,0,2,0,0,5,Hard Skill
visual inspections,0,0,0,0,0,0,0,0,0,0,0,0,65,65,Hard Skill
visual merchandising,6,0,0,0,0,0,0,0,0,0,0,0,0,6,Hard Skill
visual perception,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Hard Skill
visualforce,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
visualization,0,0,2,5,3,8,4,1,0,17,3,0,0,43,Hard Skill
vital signs,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
vm,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
vmware virtualization,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
voice interaction,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
voltage,0,0,0,0,5,0,6,0,0,0,0,0,0,11,Hard Skill
vse,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
vue.js,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
vulnerability,0,0,3,0,1,0,0,0,0,5,0,0,0,9,Hard Skill
vulnerability assessments,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
vulnerability management,0,0,1,0,1,0,0,0,0,5,0,0,0,7,Hard Skill
vulnerability scanning,0,0,0,0,0,0,0,0,0,5,0,0,0,5,Hard Skill
vxlan,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Hard Skill
wan optimization,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
wan technologies,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
warehouse inventory management,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
warehouse management,0,0,0,0,4,0,4,0,0,0,1,0,0,9,Hard Skill
warehouse management systems,0,0,0,0,3,0,4,0,0,0,0,0,0,7,Hard Skill
warehouse operations,0,1,0,0,1,0,2,0,0,0,0,0,0,4,Hard Skill
warehousing,0,1,0,1,0,1,4,2,0,6,2,0,0,17,Hard Skill
waste minimization,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
wastewater,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
